Sample ID,Bottle_ID,SiteName,map_code,Latitude,Longitude,State/Region,Sampler,Sample Date,NO3-N_µgL,NH4-N_µgL,TDN_µgL,PO4-P_µgL,SiO2_mgL,DOC_mgL,Approx. Air Temperature (°F),Water temperature (°F),,,,,,
20210227_GA_CV_04,1163,Armuchee River at Little Texas Valley Road,GA_CV02,34.37388,-85.17801,Georgia,Cathryn Valencius,2/27/2021,252,21,437,26,3.8,4.3,72,56,,,,,,
20210227_CO_PR_02,605,Roaring Creek upstream of confluence with Poudre River,CO_PR01,40.71622,-105.737354,Colorado,Danny White,2/27/2021,69,1,129,14,13.8,1.4,20,36,,,,,,
20210227_CO_PR_03,606,Poudre River near Old Town Fort Collins,CO_PR02,40.5881,-105.069317,Colorado,Danny White,2/27/2021,380,3,460,2,5.5,2.4,38,40,,,,,,
20210227_CO_PR_04,608,Poudre River downstream of Fort Collins,CO_PR04,40.551943,-105.01128,Colorado,Danny White,2/27/2021,1096,13,1067,2,6.4,3.3,38,42,,,,,,
20210227_NY_EG_01,1080,Irondequoit Creek at Channing H. Philbrick Park,NY_EG04,43.126684,-77.484976,New York,Ed Giorgi,2/27/2021,958,50,971.8,1,7.8,3.0,45,38,,,,,,
20210227_NM_RG_01,1301,Jemez River at La Junta Fishing Site,NM_RG01,35.67142,-106.7425,New Mexico,Henry Fountain,2/27/2021,2,6,129,16,52.8,4.5,54,41,,,,,,
20210227_NM_RG_02,1302,Guadalupe Rio Below Gilman Tunnel,NM_RG02,35.73247,-106.75999,New Mexico,Henry Fountain,2/27/2021,2,2,90,5,26.9,3.1,58,36,,,,,,
20210227_VA_AR_01,663,South Anna River at Patrick Henry Boat Launch,VA_AR02,37.7966954,-77.5498939,Virginia,Ivy Hunt,2/27/2021,250,12,381,7,10.7,3.8,47,45,,,,,,
20210227_VA_AR_02,661,Pamunkey River at Little Page Bridge,VA_AR03,37.78863,-77.37012,Virginia,Ivy Hunt,2/27/2021,247,12,425,4,8.1,4.1,43,48,,,,,,
20210227_VA_AR_03,662,North Anna River at Battlefield Park,VA_AR01,37.89308,-77.49314,Virginia,Ivy Hunt,2/27/2021,170,14,350,4,8.2,4.4,45,48,,,,,,
20210227_AL_CB_01,1213,Cahaba River at Cahaba River National Wildlife Refuge,AL_CB04,33.089068,-87.061986,Alabama,Kyle Humphrey,2/27/2021,435,6,538,2,4.4,3.3,70,60,,,,,,
20210227_AL_CB_02,1212,Cahaba River at Girl Scout Road,AL_CB02,33.62058,-86.56665,Alabama,Kyle Humphrey,2/27/2021,746,6,847,14,4.8,3.3,77,62,,,,,,
20210227_AL_CB_03,1211,Little Cahaba River at Old Iron Bridge,AL_CB01,33.43985,-86.69917,Alabama,Kyle Humphrey,2/27/2021,205,18,324,2,1.4,3.4,75,59,,,,,,
20210227_WA_SN_01,694,Snoqualmie River Near Fall City,WA_SN02,47.5679217,-121.8811614,Washington,Susan Clementson,2/27/2021,252,4,302,6,6.5,2.5,36,39,,,,,,
20210227_WA_SN_02,698,Snoqualmie River Above Tolt Confluence,WA_SN01,47.6390416,-121.929753,Washington,Susan Clementson,2/27/2021,296,6,342,7,7.2,2.3,34,40,,,,,,
20210227_MT_TA_01,562,Bitterroot River at Maclay Flat Nature Trail,MT_TA02,46.837729,-114.104565,Montana,Tammy Andie,2/27/2021,,,,,,,39,44,,,,,,
20210226_MA_TB_01,1480,Trout Brook at Fall,MA_TB01,41.621483,-70.628517,Massachusetts,Nate Holmes,2/26/2021,851,6,1037,3,3.7,1.3,45,46,,,,,,
20190417_MA_CH_08,CH26,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,4/17/2019,1493,5,1447,2,0.4,2.0,,52.6,,,,,,
20190417_MA_CH_09,CH27,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,4/17/2019,1159,41,1161,9,0.7,2.2,,53.7,,,,,,
20190424_MA_CH_01,CH28,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,4/24/2019,592,7,647.9,4,0.0,2.3,,52.9,,,,,,
20190424_MA_CH_02,CH29,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,4/24/2019,881,20,919.1,10,0.2,3.5,,52,,,,,,
20190424_MA_CH_03,CH30,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,4/24/2019,2192,53,2231,3,0.3,2.4,,53,,,,,,
20190424_MA_CH_04,CH31,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,4/24/2019,1403,18,1397,6,0.2,2.9,,52.1,,,,,,
20210224_MS_TR_01,579,Tibbee Creek at Old Tibbee Road,MS_TR01,33.53811,-88.632528,Mississippi,Austin Cook,2/24/2021,35,9,275,14,5.4,7.2,75,,,,,,,
20210224_MS_TR_02,890,Tombigbee River at Barton Ferrie,MS_TR02,33.644667,-88.49875,Mississippi,Austin Cook,2/24/2021,162,8,288,4,6.0,4.0,75,,,,,,,
20210224_MS_TR_03,891,Buttahatchee River above confluence with Tombigbee,MS_TR03,33.664806,-88.485722,Mississippi,Austin Cook,2/24/2021,185,4,276,2,3.7,3.2,74,,,,,,,
20210224_FL_ER_01,953,Caloosahatchee River at Alva Boat Ramp,FL_ER02,26.71335,-81.605988,Florida,Bruce Reuben,2/24/2021,107,10,847,4,24.0,17.6,84,79,,,,,,
20210224_MT_TA_01,564,Clark Fork River at House,MT_TA01,46.904818,-114.167796,Montana,Tammy Andie,2/24/2021,,,,,,,37,40,,,,,,
20190424_MA_CH_05,CH32,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,4/24/2019,1650,9,1596,4,0.1,2.5,,52.3,,,,,,
20210222_CO_SM_01,A0117,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,2/22/2021,389,12,412,22,5.8,0.9,15,32.1,,,,,,
20210222_CO_SM_02,A0114,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,2/22/2021,72,9,118,5,10.5,0.7,17,32,,,,,,
20210222_CO_SM_03,A0112,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,2/22/2021,114,5,148,2,4.6,0.8,17,32,,,,,,
20210222_CO_SM_04,A0118,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,2/22/2021,78,5,139,3,6.6,0.6,30,32,,,,,,
20210222_CO_SM_05,A0113,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,2/22/2021,841,103,942,124,4.7,1.5,31,32,,,,,,
20210222_CO_SM_06,A0128,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,2/22/2021,155,44,253,4,3.6,0.9,32,43.7,,,,,,
20210222_UT_LR_01,522,Logan River at Tony Grove,UT_LR03,41.875846,-111.564533,Utah,#REF!,2/22/2021,18,9,87,2,8.4,1.2,37,39,,,,,,
20210222_UT_LR_02,520,Logan River at Guinavah,UT_LR02,41.762171,-111.697998,Utah,#REF!,2/22/2021,45,17,164,2,5.3,1.2,37,39,,,,,,
20210222_UT_LR_03,524,Logan River at the Utah Water Research Laboratory,UT_LR01,41.739697,-111.792594,Utah,#REF!,2/22/2021,108,14,179,2,5.5,1.0,43,40,,,,,,
20210221_OR_SR_01,1174,Sandy River at Marmot Dam,OR_SR03,45.39969,-122.13324,Oregon,Erik Skoog,2/21/2021,213,3,259,4,13.1,1.2,41,45,,,,,,
20210221_OR_SR_02,1173,Sandy River at Oxbow Boat Launch,OR_SR01,45.49812,-122.29212,Oregon,Erik Skoog,2/21/2021,199,0,241,2,6.1,1.2,46,45,,,,,,
20210221_WA_LD_01,466,Little Deschutes at Pioneer Park,WA_LD01,46.994662,-122.887357,Washington,Jeremy Harrison,2/21/2021,667,5,702,13,18.5,2.5,54,48,,,,,,
20210221_OR_BC_01,742,Bear Creek,OR_BC01,42.2257,-122.7221,Oregon,Riley Nelson/Jesse Robbins,2/21/2021,282,9,503,61,19.5,6.9,39,44,,,,,,
20210220_MT_LC_01,874,Bitterroot River at Florence Bridge,MT_LC02,46.63209,-114.05075,Montana,Sarah Flanary,2/20/2021,49,10,243,4,12.6,1.3,33,44,,,,,,
20210220_MT_LC_02,875,Lolo Creek at Fort Fizzle,MT_LC01,46.74527,-114.17141,Montana,Sarah Flanary,2/20/2021,44,5,118,5,15.7,1.6,32,35,,,,,,
20210220_MT_LC_03,877,Grant Creek at Rocky Mountain Elk Foundation,MT_LC04,46.92024,-114.03163,Montana,Sarah Flanary,2/20/2021,147,5,193,3,9.3,0.8,34,40,,,,,,
20210220_MT_LC_04,878,Clark Fork above Kelly Island,MT_LC03,46.87272,-114.09681,Montana,Sarah Flanary,2/20/2021,97,14,202,3,12.7,1.3,35,42,,,,,,
20210224_FL_ER_02,952,Estero River at Estero River Outfitters,FL_ER01,26.43495,-81.81057,Florida,Bruce Reuben,2/19/2021,439,42,707,8,2.8,7.8,81,78,,,,,,
20210219_CO_UN_01,A0074,Uncompahgre River below Ridgway Reservoir,CO_UN02,38.2406,-107.7603,Colorado,RIGS,2/19/2021,91,45,214,2,8.0,1.7,43,39,,,,,,
20210218_CO_CP_01,994,Cache La Poudre River at Gateway,CO_CP01,40.700091,-105.243551,Colorado,Harry Clark,2/18/2021,10,7,105,2,10.9,2.6,24,34,,,,,,
20210218_CO_CP_02,995,Cache La Poudre River at Sticker Spot,CO_CP02,40.681519,-105.412185,Colorado,Harry Clark,2/18/2021,23,4,96,2,10.8,2.4,28,33,,,,,,
20210217_VA_LP_01,713,Lower Passage Creek at Lions Tale Trailhead,VA_LP01,38.72789,-78.5360001,Virginia,Ryan Delaney,2/17/2021,88,2,136,1,3,2.0,46,34,,,,,,
20210217_NC_ER_01,734,Eno River at Pleasant Green,NC_ER02,36.04465,-79.01074,North Carolina,Taylor Kennedy,2/17/2021,,,,,,,45,46,,,,,,
20210217_NC_ER_02,735,Eno River at Old Farm Road Park,NC_ER03,36.07675,-78.89589,North Carolina,Taylor Kennedy,2/17/2021,,,,,,,46,45,,,,,,
20190424_MA_CH_06,CH33,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,4/24/2019,1531,45,1528,4,0.4,2.5,,53.9,,,,,,
20210131_MA_AE_02,1065,Swift River at Route 9,MA_AE02,42.273982,-72.33797,Massachusetts,Adam Eaton,2/16/2021,26,7,137,1,0.8,2.2,39,38,,,,,,
20210215_UT_PR_01,423,Provo River at Cottonwood Bridge,UT_PR01,40.578722,-111.429917,Utah,Kyle Toyama,2/15/2021,32,5,146,2,6.8,3.3,30,40,,,,,,
20210215_UT_PR_02,424,Provo River at Legacy Bridge,UT_PR02,40.5060972,-111.4513491,Utah,Kyle Toyama,2/15/2021,28,6,159,2,6.3,3.3,28,40,,,,,,
20210215_UT_PR_03,425,Provo River below Deer Creek Resevoir,UT_PR03,40.389162,-111.5444961,Utah,Kyle Toyama,2/15/2021,236,17,353,3,8.2,2.5,28,39,,,,,,
20210214_CT_SR_01,973,Shepaug River at Valley Road,CT_SR01,41.708759,-73.294242,Connecticut,Ethan Ram,2/14/2021,68,25,279,2,5.0,3.9,40,38,,,,,,
20210214_CT_SR_02,974,Bantam River at Stoddard Road,CT_SR03,41.71209,-73.24579,Connecticut,Ethan Ram,2/14/2021,124,47,424,6,5.0,4.7,40,36,,,,,,
20210214_CT_SR_03,975,Shepaug River Below Confluence of Bantam River,CT_SR02,41.682907,-73.305955,Connecticut,Ethan Ram,2/14/2021,84,19,272,3,5.2,3.8,40,38,,,,,,
20210214_VA_LP_01,712,Lower Passage Creek at Ramsey Road,VA_LP02,38.892283,-78.370465,Virginia,Ryan Delaney,2/14/2021,152,3,218,2,8,2.0,33,36,,,,,,
20210214_VA_LP_02,714,Lower Passage Creek below Elizabeth Furnace NRA,VA_LP03,38.9490492,-78.302595,Virginia,Ryan Delaney,2/14/2021,143,2,215,1,7,2.1,44,36,,,,,,
20210213_CO_CR_01,844,Roaring Fork at Veltus Park,CO_CR03,39.5441,-107.32991,Colorado,Matt Peterson,2/13/2021,65,17,157,3,8.3,1.4,34,40,,,,,,
20210213_CO_CR_02,845,Colorado River at New Castle Boat Launch,CO_CR01,39.569359,-107.526062,Colorado,Matt Peterson,2/13/2021,113,13,189,2,9.4,1.6,41,40,,,,,,
20210213_CO_CR_03,846,East Elk Creek at House,CO_CR02,39.633625,-107.53954,Colorado,Matt Peterson,2/13/2021,315,36,354,1,4.3,1.0,38,40,,,,,,
20210213_AZ_SR_01,1012,Lower Salt River at Water Users Recreation Site,AZ_SR02,33.55675,-111.54025,Arizona,Randy Messersmith,2/13/2021,41,35,383,3,12.0,4.9,63,58,,,,,,
20210213_AZ_SR_02,1013,Lower Salt River at Phon D Sutton,AZ_SR01,33.546556,-111.66194,Arizona,Randy Messersmith,2/13/2021,108,31,322,4,15.4,3.0,64,58,,,,,,
20210212_VA_SR_01,910,Shenandoah River at Lockes Landing,VA_SR01,39.100889,-77.965194,Virginia,Matt Whalen,2/12/2021,1612,8,1609,2,2.3,1.4,38,40,,,,,,
20210212_VA_SR_02,914,Cool Spring at Shenandoah University,VA_SR03,39.135778,-77.869861,Virginia,Matt Whalen,2/12/2021,927,4,931,2,10.2,1.8,42,36,,,,,,
20210212_VA_SR_03,915,Shenandoah River above Cool Spring,VA_SR02,39.136972,-77.872389,Virginia,Matt Whalen,2/12/2021,1484,6,1437,2,1.5,1.5,34,40,,,,,,
20210211_BZ_MS_02,492,Quamina Creek at Coastal Rd Bridge,BZ_MS03,17.156515,-88.327374,Belize,Mark Stratman,2/11/2021,10,4,61,1,0.3,0.8,78,78,,,,,,
20210211_BZ_MS_01,491,Soldier Creek at Moses Rock,BZ_MS02,17.175968,-88.393851,Belize,Mark Stratman,2/11/2021,32,4,79,1,1.5,0.9,86,78,,,,,,
20190424_MA_CH_07,CH34,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,4/24/2019,1653,12,1527,3,0.3,2.7,,53.2,,,,,,
20190424_MA_CH_08,CH35,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,4/24/2019,1400,17,1374,3,0.3,2.6,,53.2,,,,,,
20190424_MA_CH_09,CH36,Childs River - Site 9,MA_CH09,41.58921,-70.525225,Massachusetts,Woodwell,4/24/2019,1110,44,1074,9,1.1,2.3,,53.5,,,,,,
20190501_MA_CH_01,CH37,Childs River - Site 1,MA_CH01,41.607222,-70.522752,Massachusetts,Woodwell,5/1/2019,611,8,679.3,2,0.2,2.2,,50.8,,,,,,
20210209_OR_WR_01,854,Nestucca River at Wolfe Creek Road,OR_WR01,45.27975,-123.78105,Oregon,Kate Crump,2/9/2021,,,,,,,48,40,,,,,,
20210209_AZ_EV_01,640,East Verde River at Flowing Springs Campground,AZ_EV03,34.304545,-111.352999,Arizona,Lucas Tans,2/9/2021,1,7,88,2,8.6,1.6,44,42,,,,,,
20210209_AZ_EV_02,641,East Verde River at Waterwheel,AZ_EV02,34.351368,-111.285408,Arizona,Lucas Tans,2/9/2021,1,8,50,1,6.8,1.4,54,40,,,,,,
20210209_AZ_EV_03,642,East Verde River at Washington Park,AZ_EV01,34.420898,-111.263672,Arizona,Lucas Tans,2/9/2021,39,12,92,13,7.7,1.8,64,46,,,,,,
20210208_CO_CB_01,T0029,East River near Crested Butte,CO_CB01,38.77713,-106.87111,Colorado,Dragonfly Angler,2/8/2021,13,8,94,2,6.9,1.0,35,40,,,,,,
20210208_CO_CB_02,T0125,Taylor River near Gunnison,CO_CB03,38.667374,-106.837413,Colorado,Dragonfly Angler,2/8/2021,19,4,76,2,7.8,1.3,39,32,,,,,,
20210208_OR_DE_01,396,Deschutes River downstream of Tumalo Creek,OR_DE01,44.129438,-121.331472,Oregon,Joe Mangiafico,2/8/2021,5,5,74,67,25.3,1.6,40,41,,,,,,
20210208_OR_DE_02,397,Tumalo Creek near Shevlin Park Rd,OR_DE02,44.0835716,-121.375667,Oregon,Joe Mangiafico,2/8/2021,5,1,32,42,10.8,0.7,40,38,,,,,,
20210208_TX_BU_01,A0206,South Fork Brushy Creek,TX_BU01,30.5088,-97.7589,Texas,Living Waters Fly Fishing,2/8/2021,3788,43,4155,0,3.3,6.0,65,59,,,,,,
20210208_TX_BU_02,A0207,North Fork Brushy Creek,TX_BU02,30.5195,-97.7464,Texas,Living Waters Fly Fishing,2/8/2021,1020,50,1494,0,1.6,5.2,65,64,,,,,,
20210208_TX_BU_03,A0210,Brushy Creek at Summit Crossing,TX_BU03,30.5127,-97.6844,Texas,Living Waters Fly Fishing,2/8/2021,1563,14,2044,0,1.6,4.7,68,60,,,,,,
20210208_TX_BU_04,A0211,Brushy Creek at CR123,TX_BU04,30.5308,-97.5894,Texas,Living Waters Fly Fishing,2/8/2021,5065,526,5869,317,5.5,7.6,70,65,,,,,,
20210208_TX_BU_05,A0212,Brushy Creek near Hutto,TX_BU05,30.5186,-97.5467,Texas,Living Waters Fly Fishing,2/8/2021,4122,1746,5934,324,3.4,7.0,70,65,,,,,,
20210208_CO_SP_01,454,South Platte at Cheeseman Canyon,CO_SP01,39.21909,-105.26245,Colorado,Scott Battisa,2/8/2021,165,43,402,2,2.9,3.5,51,39,,,,,,
20210208_CO_SP_02,459,South Platte at Deckers,CO_SP02,39.29143,-105.20577,Colorado,Scott Battisa,2/8/2021,138,13,337,2,4.0,3.2,50,39,,,,,,
20210207_OH_CC_01,881,Clear Creek at Camp Wyandot,OH_CC01,39.58836,-82.577148,Ohio,Paul Johnson,2/7/2021,,,,,,,19,29,,,,,,
20210207_OH_CC_02,880,Clear Creek at Rich Hollow Road SW,OH_CC02,39.603275,-82.649264,Ohio,Paul Johnson,2/7/2021,,,,,,,19,34,,,,,,
20210206_MI_KR_01,960,Kalamazoo River at Merrill Park,MI_KR01,42.285746,-85.514672,Michigan,Alex Stolberg,2/6/2021,,,,,,,19,33,,,,,,
20210206_MI_KR_02,961,North Branch Kalamazoo River at Climax Drive,MI_KR02,42.288225,-85.406163,Michigan,Alex Stolberg,2/6/2021,,,,,,,18,32,,,,,,
20210206_MI_KR_03,962,Kalamazoo River at New Richmond Bridge Park,MI_KR03,42.65119,-86.108301,Michigan,Alex Stolberg,2/6/2021,,,,,,,18,32,,,,,,
20210203_OR_BC_01,740,Bear Creek,OR_BC01,42.2257,-122.7221,Oregon,Riley Nelson/Jesse Robbins,2/3/2021,439,8,606,37,16.9,5.0,46,43,,,,,,
20210203_AB_BR_01,583,Bow River at HWY 22 Bridge,AB_BR01,51.182744,-114.486679,Alberta,Scott Pletsch,2/3/2021,,,,,,,10,35,,,,,,
20210202_CO_CP_01,992,Cache La Poudre River at Gateway,CO_CP01,40.700091,-105.243551,Colorado,Harry Clark,2/2/2021,6,5,82,2,9.7,2.3,61,36,,,,,,
20210202_CO_CP_02,993,Cache La Poudre River at Sticker Spot,CO_CP02,40.681519,-105.412185,Colorado,Harry Clark,2/2/2021,2,3,90,2,10.0,2.3,60,34,,,,,,
20210201_OR_WR_01,850,Trask River at Lorens Drift,OR_WR02,45.43502,-123.73644,Oregon,Kate Crump,2/1/2021,,,,,,,52,48,,,,,,
20210131_MA_AE_01,1060,Scantic River at Mill Road,MA_AE03,42.048557,-72.454031,Massachusetts,Adam Eaton,1/31/2021,373,35,456,4,9.2,2.1,22,35,,,,,,
20210131_CO_SM_01,A0129,San Miguel River at Placerville,CO_SM08,38.03106,-108.11077,Colorado,Allie Cunningham,1/31/2021,610,7,605,20,5.6,0.9,20,32,,,,,,
20210131_CO_SM_02,A0126,San Miguel River in Telluride CO,CO_SM06,37.93603,-107.80668,Colorado,Allie Cunningham,1/31/2021,215,8,285,3,3.7,0.6,26,39.6,,,,,,
20210131_CO_SM_03,A0125,San Miguel River above confluence with South Fork,CO_SM07,37.94588,-107.89388,Colorado,Allie Cunningham,1/31/2021,2031,18,2119,113,4.8,1.2,29,32,,,,,,
20210131_CO_SM_04,A0123,South Fork near confluence with San Miguel River,CO_SM05,37.93851,-107.89833,Colorado,Allie Cunningham,1/31/2021,71,5,110,2,6.7,0.7,29,32,,,,,,
20210131_CO_SM_05,A0124,Howard Fork near Ames CO,CO_SM04,37.86356,-107.87369,Colorado,Allie Cunningham,1/31/2021,67,5,97,3,10.3,0.5,29,31.9,,,,,,
20210131_CO_SM_06,A0127,Lake Fork in Ames CO,CO_SM02,37.86032,-107.88562,Colorado,Allie Cunningham,1/31/2021,101,5,162,2,4.7,0.8,29,32.1,,,,,,
20210131_CO_SM_07,A0122,Lake Fork above Trout Lake,CO_SM01,37.81869,-107.88082,Colorado,Allie Cunningham,1/31/2021,140,4,158,1,3.7,0.5,30,32,,,,,,
20210131_NY_EG_01,1081,Oak Orchard Creek at Dam Parking,NY_EG01,43.33127,-78.237475,New York,Ed Giorgi,1/31/2021,4402,53,4229,25,7.0,9.3,25,35,,,,,,
20210131_OH_RR_01,758,Rocky River at Big Cedar Point Picnic Area (USGS station),OH_RR03,41.40864,-81.886515,Ohio,Eric Linnevers,1/31/2021,1991,50,2151,5,1.9,3.2,33,33,,,,,,
20210131_OH_RR_02,930,Rocky River at Mastick Woods Golf Course,OH_RR02,41.437657,-81.844883,Ohio,Eric Linnevers,1/31/2021,1900,9,2011,6,1.9,4.1,33,34,,,,,,
20210131_OH_RR_03,759,Rocky River below Lakewood Waste Water Treatment,OH_RR01,41.477581,-81.829995,Ohio,Eric Linnevers,1/31/2021,1393,17,1501,5,1.7,3.1,33,34,,,,,,
20210131_WA_LD_01,465,Little Deschutes at Pioneer Park,WA_LD01,46.994662,-122.887357,Washington,Jeremy Harrison,1/31/2021,788,15,880,15,21.7,2.3,48,48,,,,,,
20210131_BZ_MS_01,490,Jenkins Creek at LF Bridge,BZ_MS01,17.172298,-88.356234,Belize,Mark Stratman,1/31/2021,94,22,232,2,6.4,2.0,94,86,,,,,,
20210130_ID_CA_01,439,South Fork Coeur d'Alene River,ID_CA03,47.55884,-116.25332,Idaho,Andrew Ransom,1/30/2021,288,9,366,5,7.9,1.1,42,40.5,,,,,,
20210130_ID_CA_02,780,Coeur d'Alene River upstream of South Fork,ID_CA02,47.57813,-116.25466,Idaho,Andrew Ransom,1/30/2021,15,2,57,3,9.9,1.1,43,38,,,,,,
20210130_ID_CA_03,781,Coeur d'Alene River at River Road Bridge,ID_CA01,47.65252,-116.03198,Idaho,Andrew Ransom,1/30/2021,12,3,48,3,9.8,1.0,37,34,,,,,,
20210130_CO_PR_01,607,Roaring Creek upstream of confluence with Poudre River,CO_PR01,40.71622,-105.737354,Colorado,Danny White,1/30/2021,68,1,112,24,13.4,1.1,29,36,,,,,,
20210130_CO_PR_03,603,Poudre River near Old Town Fort Collins,CO_PR02,40.5881,-105.069317,Colorado,Danny White,1/30/2021,488,3,429,2,6.1,1.8,48,40,,,,,,
20210130_CO_PR_04,604,Poudre River downstream of Fort Collins,CO_PR04,40.551943,-105.01128,Colorado,Danny White,1/30/2021,1495,20,1339,2,8.1,2.6,45,39,,,,,,
20210130_MD_DA_01,983,Morgan Run at Jim Bowers Road,MD_DA01,39.473003,-76.984686,Maryland,Diego Ayala,1/30/2021,,,,,,,32,36,,,,,,
20210130_NY_EG_01,1082,Irondequoit Creek at Channing H. Philbrick Park,NY_EG04,43.126684,-77.484976,New York,Ed Giorgi,1/30/2021,1090,41,1102,2,9.7,2.0,28,32,,,,,,
20210130_VA_AR_01,379,North Anna River at Battlefield Park,VA_AR01,37.89308,-77.49314,Virginia,Ivy Hunt,1/30/2021,154,5,328,4,9.2,4.3,36,42,,,,,,
20210130_VA_AR_02,378,South Anna River at Patrick Henry Boat Launch,VA_AR02,37.7966954,-77.5498939,Virginia,Ivy Hunt,1/30/2021,253,15,404,6,14.8,4.2,36,39,,,,,,
20210130_VA_AR_03,660,Pamunkey River at Little Page Bridge,VA_AR03,37.78863,-77.37012,Virginia,Ivy Hunt,1/30/2021,262,6,423,7,11.9,4.6,37,40,,,,,,
20210130_MT_RC_01,338,Rock Creek upstream of Quigley,MT_RC01,46.6026683,-113.6614,Montana,#REF!,1/30/2021,15,6,79,8,11.6,1.6,50,34,,,,,,
20210130_AL_CB_01,448,Cahaba River at Girl Scout Road,AL_CB02,33.62058,-86.56665,Alabama,Kyle Humphrey,1/30/2021,812,11,844,24,5.1,2.1,55,49,,,,,,
20210130_AL_CB_02,446,Little Cahaba River at Old Iron Bridge,AL_CB01,33.43985,-86.69917,Alabama,Kyle Humphrey,1/30/2021,294,32,461,3,3.1,2.7,55,50,,,,,,
20210130_AL_CB_03,442,Cahaba River at Cahaba River National Wildlife Refuge,AL_CB04,33.089068,-87.061986,Alabama,Kyle Humphrey,1/30/2021,414,28,529,6,5.4,3.0,52,50,,,,,,
20210130_AZ_SR_01,1011,Lower Salt River at Water Users Recreation Site,AZ_SR02,33.55675,-111.54025,Arizona,Randy Messersmith,1/30/2021,85,43,425,4,14.0,4.5,55,56,,,,,,
20210130_AZ_SR_02,1010,Lower Salt River at Phon D Sutton,AZ_SR01,33.546556,-111.66194,Arizona,Randy Messersmith,1/30/2021,132,18,417,4,15.1,3.1,55,56,,,,,,
20190501_MA_CH_02,CH38,Childs River - Site 2,MA_CH02,41.605506,-70.522894,Massachusetts,Woodwell,5/1/2019,940,18,965.8,5,0.2,3.2,,49.3,,,,,,
20190501_MA_CH_03,CH39,Childs River - Site 3,MA_CH03,41.605535,-70.522666,Massachusetts,Woodwell,5/1/2019,2315,47,2267,2,0.2,2.2,,50.3,,,,,,
20190501_MA_CH_04,CH40,Childs River - Site 4,MA_CH04,41.604921,-70.523065,Massachusetts,Woodwell,5/1/2019,1424,23,1387,3,0.2,2.8,,49.4,,,,,,
20190501_MA_CH_05,CH41,Childs River - Site 5,MA_CH05,41.600114,-70.525084,Massachusetts,Woodwell,5/1/2019,1729,9,1643,3,0.2,2.6,,49.6,,,,,,
20190501_MA_CH_06,CH42,Childs River - Site 6,MA_CH06,41.597727,-70.525019,Massachusetts,Woodwell,5/1/2019,1662,17,1517,5,0.4,2.5,,49.7,,,,,,
20190501_MA_CH_07,CH43,Childs River - Site 7,MA_CH07,41.596144,-70.525195,Massachusetts,Woodwell,5/1/2019,1607,16,1670,4,0.4,2.6,,49.2,,,,,,
20190501_MA_CH_08,CH44,Childs River - Site 8,MA_CH08,41.591911,-70.524642,Massachusetts,Woodwell,5/1/2019,1385,18,1406,4,0.3,3.1,,48.3,,,,,,
20210126_WA_JE_01,1001,Middle Fork of Snoqualmie River at NF 5600 Bridge,WA_JE01,47.495439,-121.63941,Washington,Jacob Edelman,1/26/2021,,,,,,,37,39,,,,,,
20210126_WA_JE_02,1002,Cedar River at Belmondo's Reach,WA_JE02,47.4572,-122.07561,Washington,Jacob Edelman,1/26/2021,,,,,,,49,42,,,,,,
20210123_WA_SN_01,690,Snoqualmie River Near Fall City,WA_SN02,47.5679217,-121.8811614,Washington,Susan Clementson,1/23/2021,260,8,288,7,7.9,2.4,28,40,,,,,,
20210123_WA_SN_02,691,Snoqualmie River Above Tolt Confluence,WA_SN01,47.6390416,-121.929753,Washington,Susan Clementson,1/23/2021,303,11,350,7,8.3,2.2,28,41,,,,,,
20210122_FL_ER_01,951,Caloosahatchee River at Alva Boat Ramp,FL_ER02,26.71335,-81.605988,Florida,Bruce Reuben,1/22/2021,258,10,1004,7,21.2,16.3,72,68,,,,,,
20210122_CO_CP_01,991,Cache La Poudre River at Gateway,CO_CP01,40.700091,-105.243551,Colorado,Harry Clark,1/22/2021,12,8,84,2,10.1,2.2,37,34,,,,,,
